node1,node2,Layer
OMA05406,OMA05406,PPI
OMA01991,OMA00283,Metabolic
OMA01991,OMA01991,PPI
OMA02830,OMA01989,Metabolic
OMA02830,OMA03785,Metabolic
OMA03356,OMA02497,PPI
OMA02497,OMA03356,PPI
OMA03356,OMA03356,PPI
OMA05176,OMA05176,PPI
OMA02510,OMA00424,Regulatory
OMA00394,OMA00424,PPI
OMA00424,OMA00424,PPI
OMA00424,OMA03346,PPI
OMA03598,OMA00424,PPI
OMA03422,OMA00850,Regulatory
OMA03616,OMA00850,Regulatory
OMA00850,OMA00850,PPI
OMA03422,OMA01204,Regulatory
OMA03616,OMA01204,Regulatory
OMA05843,OMA01204,PPI
OMA01204,OMA01204,PPI
OMA03422,OMA00917,Regulatory
OMA03616,OMA00917,Regulatory
OMA00917,OMA04151,PPI
OMA00137,OMA00917,PPI
OMA04151,OMA00917,PPI
OMA00673,OMA01444,Metabolic
OMA00732,OMA01444,Metabolic
OMA00740,OMA01444,Metabolic
OMA01797,OMA01444,Metabolic
OMA01964,OMA01444,Metabolic
OMA00842,OMA01444,Regulatory
OMA04467,OMA01444,Regulatory
OMA05145,OMA01444,Regulatory
OMA01444,OMA00230,PPI
OMA01444,OMA04419,PPI
OMA01797,OMA01444,PPI
OMA00230,OMA01444,PPI
OMA01797,OMA01444,PPI
OMA04419,OMA01444,PPI
OMA01444,OMA01444,PPI
OMA01444,OMA01797,PPI
OMA00673,OMA01797,Metabolic
OMA00732,OMA01797,Metabolic
OMA00740,OMA01797,Metabolic
OMA01797,OMA01444,Metabolic
OMA01964,OMA01797,Metabolic
OMA01797,OMA01444,PPI
OMA01797,OMA01444,PPI
OMA01444,OMA01797,PPI
OMA00673,OMA01964,Metabolic
OMA00732,OMA01964,Metabolic
OMA00740,OMA01964,Metabolic
OMA01964,OMA01444,Metabolic
OMA01964,OMA01797,Metabolic
OMA00751,OMA01607,Regulatory
OMA00842,OMA00751,Regulatory
OMA05341,OMA00751,Regulatory
OMA01607,OMA00782,Metabolic
OMA00842,OMA00782,Regulatory
OMA00842,OMA00782,Regulatory
OMA05341,OMA00782,Regulatory
OMA00782,OMA00111,PPI
OMA00782,OMA00782,PPI
OMA00111,OMA00782,PPI
OMA00782,OMA00782,PPI
OMA01746,OMA00782,PPI
OMA00782,OMA00782,PPI
OMA01607,OMA00782,Metabolic
OMA00751,OMA01607,Regulatory
OMA02723,OMA01607,Regulatory
OMA00683,OMA01203,Metabolic
OMA03061,OMA01203,Metabolic
OMA00054,OMA01203,PPI
OMA00362,OMA01203,PPI
OMA00778,OMA01203,PPI
OMA01203,OMA00273,PPI
OMA01591,OMA01203,PPI
OMA03451,OMA01203,PPI
OMA04661,OMA01203,PPI
OMA05869,OMA01203,PPI
OMA00054,OMA01203,PPI
OMA00362,OMA01203,PPI
OMA00778,OMA01203,PPI
OMA01203,OMA00273,PPI
OMA01203,OMA00394,PPI
OMA01203,OMA00832,PPI
OMA01203,OMA01203,PPI
OMA01203,OMA03514,PPI
OMA01203,OMA04009,PPI
OMA01203,OMA04250,PPI
OMA01240,OMA01203,PPI
OMA01591,OMA01203,PPI
OMA03451,OMA01203,PPI
OMA04661,OMA01203,PPI
OMA05264,OMA01203,PPI
OMA05869,OMA01203,PPI
OMA01203,OMA00054,PPI
OMA01203,OMA01203,PPI
OMA01025,OMA01006,Metabolic
OMA01006,OMA01006,PPI
OMA01006,OMA01025,PPI
OMA01057,OMA01161,Metabolic
OMA01369,OMA01161,Metabolic
OMA02349,OMA01161,Regulatory
OMA02510,OMA01161,Regulatory
OMA00688,OMA00980,Metabolic
OMA00904,OMA00980,Metabolic
OMA00980,OMA00942,Metabolic
OMA00980,OMA00991,Metabolic
OMA00980,OMA02084,Metabolic
OMA00397,OMA01567,PPI
OMA00397,OMA01567,PPI
OMA01567,OMA01567,PPI
OMA03603,OMA03546,Metabolic
OMA03047,OMA03546,Regulatory
OMA03546,OMA03546,PPI
OMA03047,OMA01094,Regulatory
OMA03616,OMA00447,Regulatory
OMA00447,OMA00447,PPI
OMA00447,OMA00447,PPI
OMA03616,OMA00875,Regulatory
OMA04143,OMA00875,PPI
OMA04143,OMA00875,PPI
OMA00875,OMA00875,PPI
OMA03616,OMA04665,Regulatory
OMA00615,OMA04665,PPI
OMA04665,OMA00897,PPI
OMA04665,OMA04612,PPI
OMA04665,OMA05016,PPI
OMA04665,OMA05177,PPI
OMA04665,OMA04665,PPI
OMA03616,OMA03219,Regulatory
OMA02591,OMA00844,Regulatory
OMA03205,OMA00844,Regulatory
OMA04295,OMA00844,Regulatory
OMA02641,OMA02641,PPI
OMA03581,OMA03560,Metabolic
OMA03560,OMA03560,PPI
OMA03560,OMA03560,PPI
OMA01591,OMA01321,Metabolic
OMA02001,OMA01591,Regulatory
OMA03616,OMA01591,Regulatory
OMA00054,OMA01591,PPI
OMA00308,OMA01591,PPI
OMA01591,OMA00273,PPI
OMA01591,OMA01203,PPI
OMA01591,OMA04740,PPI
OMA01591,OMA05264,PPI
OMA04588,OMA01591,PPI
OMA05288,OMA01591,PPI
OMA05545,OMA01591,PPI
OMA00308,OMA01591,PPI
OMA01591,OMA00054,PPI
OMA01591,OMA00273,PPI
OMA01591,OMA00394,PPI
OMA01591,OMA01203,PPI
OMA01591,OMA04588,PPI
OMA01591,OMA04740,PPI
OMA01591,OMA05264,PPI
OMA01591,OMA05288,PPI
OMA01591,OMA05545,PPI
OMA00326,OMA00336,Metabolic
OMA02185,OMA00336,Metabolic
OMA02721,OMA00336,Metabolic
OMA00336,OMA00336,PPI
OMA01060,OMA02300,Metabolic
OMA02349,OMA02300,Regulatory
OMA03395,OMA02300,Regulatory
OMA00925,OMA00704,Metabolic
OMA00925,OMA02040,Metabolic
OMA00925,OMA02049,Metabolic
OMA02167,OMA00925,Regulatory
OMA05341,OMA00925,Regulatory
OMA00770,OMA01408,Metabolic
OMA03001,OMA01408,Regulatory
OMA03508,OMA01408,Regulatory
OMA00770,OMA01408,Metabolic
OMA02341,OMA00770,Regulatory
OMA02925,OMA00770,Regulatory
OMA03616,OMA00770,Regulatory
OMA03645,OMA00770,Regulatory
OMA00770,OMA05403,PPI
OMA05403,OMA00770,PPI
OMA03598,OMA05620,Regulatory
OMA01563,OMA05620,PPI
OMA05620,OMA02009,PPI
OMA02009,OMA05620,PPI
OMA03045,OMA05620,PPI
OMA05620,OMA00506,PPI
OMA05620,OMA01563,PPI
OMA05620,OMA01563,PPI
OMA03598,OMA05019,Regulatory
OMA03598,OMA04270,Regulatory
OMA01592,OMA04270,PPI
OMA01592,OMA04270,PPI
OMA03598,OMA04340,Regulatory
OMA03598,OMA00506,Regulatory
OMA00506,OMA05016,PPI
OMA00506,OMA05272,PPI
OMA00506,OMA05686,PPI
OMA02804,OMA00506,PPI
OMA03624,OMA00506,PPI
OMA05288,OMA00506,PPI
OMA00506,OMA01016,PPI
OMA00506,OMA01350,PPI
OMA00506,OMA03201,PPI
OMA00506,OMA05016,PPI
OMA00506,OMA05177,PPI
OMA00506,OMA05272,PPI
OMA00506,OMA05288,PPI
OMA00506,OMA05686,PPI
OMA02804,OMA00506,PPI
OMA03624,OMA00506,PPI
OMA05620,OMA00506,PPI
OMA00506,OMA00506,PPI
OMA00506,OMA01592,PPI
OMA03598,OMA01417,Regulatory
OMA03598,OMA01988,Regulatory
OMA01592,OMA04270,PPI
OMA01592,OMA04270,PPI
OMA05526,OMA01592,PPI
OMA00427,OMA01592,PPI
OMA00506,OMA01592,PPI
OMA01592,OMA01592,PPI
OMA03800,OMA03800,PPI
OMA02506,OMA00941,Metabolic
OMA05193,OMA00941,PPI
OMA00941,OMA00941,PPI
OMA00324,OMA00624,PPI
OMA00324,OMA00643,PPI
OMA00624,OMA00324,PPI
OMA00643,OMA00324,PPI
OMA01860,OMA00324,PPI
OMA01369,OMA01057,Metabolic
OMA01369,OMA01161,Metabolic
OMA00904,OMA00991,Metabolic
OMA00942,OMA00991,Metabolic
OMA00980,OMA00991,Metabolic
OMA02242,OMA00991,Regulatory
OMA02723,OMA00991,Regulatory
OMA03616,OMA00991,Regulatory
OMA00394,OMA00991,PPI
OMA01057,OMA01161,Metabolic
OMA01369,OMA01057,Metabolic
OMA02242,OMA01057,Regulatory
OMA02723,OMA01057,Regulatory
OMA03616,OMA01057,Regulatory
OMA00042,OMA01057,PPI
OMA00688,OMA02084,Metabolic
OMA00942,OMA02084,Metabolic
OMA00980,OMA02084,Metabolic
OMA02242,OMA02084,Regulatory
OMA02723,OMA02084,Regulatory
OMA03616,OMA02084,Regulatory
OMA02242,OMA00211,Regulatory
OMA02242,OMA00991,Regulatory
OMA02242,OMA01057,Regulatory
OMA02242,OMA01400,Regulatory
OMA02242,OMA02084,Regulatory
OMA03205,OMA02242,Regulatory
OMA01200,OMA02242,PPI
OMA01601,OMA01608,Metabolic
OMA01608,OMA01623,Metabolic
OMA01608,OMA05060,Metabolic
OMA02591,OMA01608,Regulatory
OMA05327,OMA01608,Regulatory
OMA01608,OMA04413,PPI
OMA00333,OMA01608,PPI
OMA04413,OMA01608,PPI
OMA02543,OMA02570,Metabolic
OMA03830,OMA02998,Regulatory
OMA02998,OMA02998,PPI
OMA01418,OMA00659,Metabolic
OMA03830,OMA00659,Regulatory
OMA00659,OMA00659,PPI
OMA02053,OMA01555,PPI
OMA02053,OMA01598,PPI
OMA02053,OMA04574,PPI
OMA02053,OMA04661,PPI
OMA01472,OMA02053,PPI
OMA01555,OMA02053,PPI
OMA01598,OMA02053,PPI
OMA01670,OMA02053,PPI
OMA02053,OMA00106,PPI
OMA02053,OMA00394,PPI
OMA02053,OMA01350,PPI
OMA02053,OMA02751,PPI
OMA02785,OMA02053,PPI
OMA04574,OMA02053,PPI
OMA04661,OMA02053,PPI
OMA02053,OMA01555,PPI
OMA02053,OMA01598,PPI
OMA02053,OMA04574,PPI
OMA02053,OMA04661,PPI
OMA01472,OMA02053,PPI
OMA01555,OMA02053,PPI
OMA01598,OMA02053,PPI
OMA01670,OMA02053,PPI
OMA02053,OMA00106,PPI
OMA02053,OMA00394,PPI
OMA02053,OMA01350,PPI
OMA02053,OMA02751,PPI
OMA02785,OMA02053,PPI
OMA04574,OMA02053,PPI
OMA04661,OMA02053,PPI
OMA01187,OMA02150,Metabolic
OMA02353,OMA01187,Metabolic
OMA03047,OMA01187,Regulatory
OMA00111,OMA01187,PPI
OMA01187,OMA01081,PPI
OMA00111,OMA01187,PPI
OMA01081,OMA01187,PPI
OMA02025,OMA01187,PPI
OMA03247,OMA01187,PPI
OMA03788,OMA01187,PPI
OMA04397,OMA01187,PPI
OMA00524,OMA04444,Metabolic
OMA00992,OMA04444,Metabolic
OMA05397,OMA04444,Metabolic
OMA05597,OMA04444,Metabolic
OMA04444,OMA03247,PPI
OMA03247,OMA04444,PPI
OMA04661,OMA04444,PPI
OMA00524,OMA05397,Metabolic
OMA00992,OMA05397,Metabolic
OMA05397,OMA04444,Metabolic
OMA05597,OMA05397,Metabolic
OMA04467,OMA05397,Regulatory
OMA05397,OMA01670,PPI
OMA05397,OMA03247,PPI
OMA05397,OMA04661,PPI
OMA01670,OMA05397,PPI
OMA03247,OMA05397,PPI
OMA04661,OMA05397,PPI
OMA05397,OMA01289,PPI
OMA05397,OMA01350,PPI
OMA01857,OMA01857,PPI
OMA01857,OMA01857,PPI
OMA01857,OMA01857,PPI
OMA03677,OMA02418,Metabolic
OMA03677,OMA02418,Metabolic
OMA00225,OMA02368,Metabolic
OMA00489,OMA02368,Metabolic
OMA01895,OMA02368,Regulatory
OMA03233,OMA02368,Regulatory
OMA02368,OMA00964,PPI
OMA00964,OMA02368,PPI
OMA02368,OMA02368,PPI
OMA02994,OMA03451,Metabolic
OMA03451,OMA01975,Metabolic
OMA03451,OMA03551,Metabolic
OMA03630,OMA03451,Metabolic
OMA01878,OMA03451,PPI
OMA02636,OMA03451,PPI
OMA03451,OMA00362,PPI
OMA03451,OMA00606,PPI
OMA03451,OMA00614,PPI
OMA03451,OMA00778,PPI
OMA03451,OMA01203,PPI
OMA03451,OMA01692,PPI
OMA04651,OMA03451,PPI
OMA00362,OMA03451,PPI
OMA00778,OMA03451,PPI
OMA01692,OMA03451,PPI
OMA03451,OMA00394,PPI
OMA03451,OMA00606,PPI
OMA03451,OMA00614,PPI
OMA03451,OMA01203,PPI
OMA03451,OMA01878,PPI
OMA03451,OMA02636,PPI
OMA03451,OMA04651,PPI
OMA03451,OMA03451,PPI
OMA00989,OMA01137,Metabolic
OMA01077,OMA01137,Metabolic
OMA04394,OMA01137,Regulatory
OMA01077,OMA00989,Metabolic
OMA01077,OMA01137,Metabolic
OMA01785,OMA01077,Regulatory
OMA01978,OMA01077,Regulatory
OMA03616,OMA01077,Regulatory
OMA04069,OMA04061,Metabolic
OMA04069,OMA04069,PPI
OMA01785,OMA00989,Regulatory
OMA01785,OMA01077,Regulatory
OMA01785,OMA01978,Regulatory
OMA01785,OMA03011,Regulatory
OMA01785,OMA03656,Regulatory
OMA00137,OMA02299,PPI
OMA02299,OMA02299,PPI
OMA00504,OMA00721,Metabolic
OMA01447,OMA00721,Regulatory
OMA02591,OMA00721,Regulatory
OMA00721,OMA00721,PPI
OMA01035,OMA02147,Metabolic
OMA01035,OMA03940,Metabolic
OMA01447,OMA00721,Regulatory
OMA05327,OMA01447,Regulatory
OMA01447,OMA01447,PPI
OMA02825,OMA01236,Regulatory
OMA02825,OMA02089,Regulatory
OMA02825,OMA02566,Regulatory
OMA02825,OMA03307,Regulatory
OMA02825,OMA03509,Regulatory
OMA02825,OMA04401,Regulatory
OMA03205,OMA02825,Regulatory
OMA03205,OMA01981,Regulatory
OMA01981,OMA01981,PPI
OMA01236,OMA04401,Metabolic
OMA02089,OMA04401,Metabolic
OMA02825,OMA04401,Regulatory
OMA03616,OMA04401,Regulatory
OMA03507,OMA04401,Regulatory
OMA01236,OMA04401,Metabolic
OMA02089,OMA01236,Metabolic
OMA02825,OMA01236,Regulatory
OMA03616,OMA01236,Regulatory
OMA02089,OMA01236,Metabolic
OMA02089,OMA04401,Metabolic
OMA02825,OMA02089,Regulatory
OMA03616,OMA02089,Regulatory
OMA00719,OMA00504,Metabolic
OMA03509,OMA03374,Metabolic
OMA02825,OMA03509,Regulatory
OMA03616,OMA03509,Regulatory
OMA03639,OMA03509,PPI
OMA03509,OMA03639,PPI
OMA03992,OMA03509,PPI
OMA02825,OMA02566,Regulatory
OMA03616,OMA02566,Regulatory
OMA03307,OMA03000,Metabolic
OMA03307,OMA03328,Metabolic
OMA02825,OMA03307,Regulatory
OMA03616,OMA03307,Regulatory
OMA00577,OMA00595,Metabolic
OMA03395,OMA00577,PPI
OMA01454,OMA02301,PPI
OMA02258,OMA01454,PPI
OMA01454,OMA02258,PPI
OMA01454,OMA02301,PPI
OMA01454,OMA03201,PPI
OMA01454,OMA05177,PPI
OMA01454,OMA05686,PPI
OMA03001,OMA01471,Regulatory
OMA03233,OMA01471,Regulatory
OMA01471,OMA05403,PPI
OMA05403,OMA01471,PPI
OMA02430,OMA00938,Regulatory
OMA02510,OMA00938,Regulatory
OMA00527,OMA03980,PPI
OMA03980,OMA00527,PPI
OMA03980,OMA00527,PPI
OMA02723,OMA00378,Regulatory
OMA02954,OMA00378,Regulatory
OMA03346,OMA00378,Regulatory
OMA03598,OMA00378,Regulatory
OMA02723,OMA04369,Regulatory
OMA02954,OMA04369,Regulatory
OMA03346,OMA04369,Regulatory
OMA03598,OMA04369,Regulatory
OMA04369,OMA03007,PPI
OMA03007,OMA04369,PPI
OMA02723,OMA05841,Regulatory
OMA02954,OMA05841,Regulatory
OMA03346,OMA05841,Regulatory
OMA03598,OMA05841,Regulatory
OMA03007,OMA05841,PPI
OMA02723,OMA03007,Regulatory
OMA02954,OMA03007,Regulatory
OMA03346,OMA03007,Regulatory
OMA03598,OMA03007,Regulatory
OMA04369,OMA03007,PPI
OMA03007,OMA03692,PPI
OMA03007,OMA04369,PPI
OMA03007,OMA05841,PPI
OMA02723,OMA03604,Regulatory
OMA02954,OMA03604,Regulatory
OMA03346,OMA03604,Regulatory
OMA03598,OMA03604,Regulatory
OMA01892,OMA03604,PPI
OMA00153,OMA03604,PPI
OMA00365,OMA03604,PPI
OMA01081,OMA03604,PPI
OMA01691,OMA03604,PPI
OMA01892,OMA03604,PPI
OMA03082,OMA03604,PPI
OMA03604,OMA03692,PPI
OMA03764,OMA03604,PPI
OMA04049,OMA03604,PPI
OMA04151,OMA03604,PPI
OMA03185,OMA03648,Regulatory
OMA03648,OMA00139,PPI
OMA03648,OMA03648,PPI
OMA00139,OMA03648,PPI
OMA03648,OMA01273,PPI
OMA03648,OMA03648,PPI
OMA00139,OMA01380,Metabolic
OMA03185,OMA00139,Regulatory
OMA01380,OMA00139,PPI
OMA03648,OMA00139,PPI
OMA00139,OMA00200,PPI
OMA00139,OMA03648,PPI
OMA01380,OMA00139,PPI
OMA02258,OMA00139,PPI
OMA00139,OMA01380,Metabolic
OMA00113,OMA01380,PPI
OMA01380,OMA00139,PPI
OMA01380,OMA00139,PPI
OMA01558,OMA01380,PPI
OMA03185,OMA00139,Regulatory
OMA03185,OMA03648,Regulatory
OMA03185,OMA05171,Regulatory
OMA03185,OMA00018,PPI
OMA00018,OMA03185,PPI
OMA03185,OMA00113,PPI
OMA03185,OMA03185,PPI
OMA03568,OMA01836,Regulatory
OMA00113,OMA00113,PPI
OMA00113,OMA01380,PPI
OMA00113,OMA00113,PPI
OMA03185,OMA00113,PPI
OMA02852,OMA03723,PPI
OMA03723,OMA03723,PPI
OMA03362,OMA03362,PPI
OMA04644,OMA00689,Metabolic
OMA04644,OMA02273,Metabolic
OMA04644,OMA02578,Metabolic
OMA02001,OMA04644,Regulatory
OMA03568,OMA04644,Regulatory
OMA02273,OMA00689,Metabolic
OMA02578,OMA00689,Metabolic
OMA04644,OMA00689,Metabolic
OMA02017,OMA00689,Regulatory
OMA03616,OMA00689,Regulatory
OMA00689,OMA00689,PPI
OMA00689,OMA03236,PPI
OMA02273,OMA00689,Metabolic
OMA02273,OMA02578,Metabolic
OMA04644,OMA02273,Metabolic
OMA02017,OMA02273,Regulatory
OMA03616,OMA02273,Regulatory
OMA02273,OMA02578,Metabolic
OMA02578,OMA00689,Metabolic
OMA04644,OMA02578,Metabolic
OMA02017,OMA02578,Regulatory
OMA03616,OMA02578,Regulatory
OMA02578,OMA00080,PPI
OMA00080,OMA02578,PPI
OMA02335,OMA02388,Metabolic
OMA02017,OMA02388,Regulatory
OMA03616,OMA02388,Regulatory
OMA04660,OMA02388,Regulatory
OMA02289,OMA02388,PPI
OMA02289,OMA02388,PPI
OMA02388,OMA02388,PPI
OMA02017,OMA00689,Regulatory
OMA02017,OMA01194,Regulatory
OMA02017,OMA02017,Regulatory
OMA02017,OMA02273,Regulatory
OMA02017,OMA02388,Regulatory
OMA02017,OMA02578,Regulatory
OMA03616,OMA02017,Regulatory
OMA02017,OMA02017,PPI
OMA00059,OMA02246,PPI
OMA00061,OMA02246,PPI
OMA00061,OMA02246,PPI
OMA02246,OMA00059,PPI
OMA02059,OMA02309,Metabolic
OMA02370,OMA02309,Metabolic
OMA02309,OMA00059,PPI
OMA00059,OMA02246,PPI
OMA02246,OMA00059,PPI
OMA02309,OMA00059,PPI
OMA03197,OMA02692,Regulatory
OMA02692,OMA01362,PPI
OMA02692,OMA00117,PPI
OMA02692,OMA00415,PPI
OMA02692,OMA00897,PPI
OMA02692,OMA01362,PPI
OMA02692,OMA03201,PPI
OMA02692,OMA02692,PPI
OMA05179,OMA05179,PPI
OMA02633,OMA02718,Regulatory
OMA03616,OMA02718,Regulatory
OMA03395,OMA02718,Regulatory
OMA02718,OMA02718,PPI
OMA02633,OMA01214,Regulatory
OMA03616,OMA01214,Regulatory
OMA01214,OMA01214,PPI
OMA02238,OMA00763,Regulatory
OMA02633,OMA01214,Regulatory
OMA02633,OMA02546,Regulatory
OMA02633,OMA02718,Regulatory
OMA02238,OMA02633,Regulatory
OMA00711,OMA02633,PPI
OMA00711,OMA02633,PPI
OMA02546,OMA02546,Regulatory
OMA02633,OMA02546,Regulatory
OMA03616,OMA02546,Regulatory
OMA02349,OMA01846,Regulatory
OMA03453,OMA01846,Regulatory
OMA03508,OMA01846,Regulatory
OMA05381,OMA01846,Regulatory
OMA03028,OMA01678,Metabolic
OMA03028,OMA04434,Metabolic
OMA03233,OMA03028,Regulatory
OMA00039,OMA03028,PPI
OMA00308,OMA03028,PPI
OMA01322,OMA03028,PPI
OMA01472,OMA03028,PPI
OMA03028,OMA00217,PPI
OMA03028,OMA02101,PPI
OMA04860,OMA03028,PPI
OMA00039,OMA03028,PPI
OMA00308,OMA03028,PPI
OMA03028,OMA00217,PPI
OMA03028,OMA00394,PPI
OMA03028,OMA01322,PPI
OMA03028,OMA01472,PPI
OMA03028,OMA02101,PPI
OMA03028,OMA02568,PPI
OMA03028,OMA03028,PPI
OMA03028,OMA03201,PPI
OMA03028,OMA04860,PPI
OMA03028,OMA05686,PPI
OMA03028,OMA03028,PPI
OMA00609,OMA02231,Metabolic
OMA03205,OMA00609,Regulatory
OMA01103,OMA01274,Metabolic
OMA02001,OMA01103,Regulatory
OMA02571,OMA01103,Regulatory
OMA03616,OMA01103,Regulatory
OMA01103,OMA01103,PPI
OMA02001,OMA00461,Regulatory
OMA02571,OMA00461,Regulatory
OMA03616,OMA00461,Regulatory
OMA00461,OMA01274,PPI
OMA01274,OMA00461,PPI
OMA02571,OMA00461,Regulatory
OMA02571,OMA01103,Regulatory
OMA02258,OMA02571,PPI
OMA02571,OMA02571,PPI
OMA02571,OMA03388,PPI
OMA02571,OMA04612,PPI
OMA02571,OMA04740,PPI
OMA02571,OMA04821,PPI
OMA02571,OMA05022,PPI
OMA02571,OMA05035,PPI
OMA05277,OMA02571,PPI
OMA02258,OMA02571,PPI
OMA02571,OMA00415,PPI
OMA02571,OMA02571,PPI
OMA02571,OMA03201,PPI
OMA02571,OMA03388,PPI
OMA02571,OMA03788,PPI
OMA02571,OMA04250,PPI
OMA02571,OMA04423,PPI
OMA02571,OMA04612,PPI
OMA02571,OMA04740,PPI
OMA02571,OMA04821,PPI
OMA02571,OMA05022,PPI
OMA02571,OMA05035,PPI
OMA02571,OMA05113,PPI
OMA02571,OMA05177,PPI
OMA02571,OMA05277,PPI
OMA02571,OMA05288,PPI
OMA02571,OMA02571,PPI
OMA00577,OMA00595,Metabolic
OMA03616,OMA00595,Regulatory
OMA05327,OMA00595,Regulatory
OMA00595,OMA04083,PPI
OMA04083,OMA00595,PPI
OMA00354,OMA00386,Metabolic
OMA01400,OMA00354,Metabolic
OMA01419,OMA00354,Metabolic
OMA01497,OMA00354,Metabolic
OMA00779,OMA00928,Metabolic
OMA00779,OMA02795,Metabolic
OMA02208,OMA00779,Metabolic
OMA03377,OMA00779,Metabolic
OMA00779,OMA00779,PPI
OMA02208,OMA03377,Metabolic
OMA03377,OMA00779,Metabolic
OMA03377,OMA00928,Metabolic
OMA03377,OMA02795,Metabolic
OMA02723,OMA03377,Regulatory
OMA03346,OMA03377,Regulatory
OMA03598,OMA03377,Regulatory
OMA04283,OMA03377,Regulatory
OMA02208,OMA00779,Metabolic
OMA02208,OMA00928,Metabolic
OMA02208,OMA02795,Metabolic
OMA02208,OMA03377,Metabolic
OMA02723,OMA02208,Regulatory
OMA03346,OMA02208,Regulatory
OMA03598,OMA02208,Regulatory
OMA04283,OMA02208,Regulatory
OMA02723,OMA00236,Regulatory
OMA03346,OMA00236,Regulatory
OMA03598,OMA00236,Regulatory
OMA04283,OMA00236,Regulatory
OMA02723,OMA03685,Regulatory
OMA03346,OMA03685,Regulatory
OMA03598,OMA03685,Regulatory
OMA04283,OMA03685,Regulatory
OMA01895,OMA01178,Regulatory
OMA04467,OMA01178,Regulatory
OMA00673,OMA00740,Metabolic
OMA00740,OMA01444,Metabolic
OMA00740,OMA01556,Metabolic
OMA00740,OMA01797,Metabolic
OMA00740,OMA01964,Metabolic
OMA00740,OMA02230,Metabolic
OMA00740,OMA02433,Metabolic
OMA00740,OMA03263,Metabolic
OMA03453,OMA00740,Regulatory
OMA04412,OMA00740,Regulatory
OMA04660,OMA00740,Regulatory
OMA00740,OMA00740,PPI
OMA03507,OMA02953,Regulatory
OMA00334,OMA00210,Metabolic
OMA02510,OMA00210,Regulatory
OMA00210,OMA00090,PPI
OMA00210,OMA03091,PPI
OMA00210,OMA03654,PPI
OMA02761,OMA00210,PPI
OMA00210,OMA00090,PPI
OMA00210,OMA02761,PPI
OMA00210,OMA03091,PPI
OMA00210,OMA03654,PPI
OMA00210,OMA04667,PPI
OMA00210,OMA00210,PPI
OMA00919,OMA00572,Metabolic
OMA00903,OMA01072,Metabolic
OMA01072,OMA01174,Metabolic
OMA01072,OMA01199,Metabolic
OMA01129,OMA01072,Metabolic
OMA03164,OMA03053,Regulatory
OMA03164,OMA03415,Regulatory
OMA03164,OMA04761,Regulatory
OMA03164,OMA04968,Regulatory
OMA03598,OMA03164,Regulatory
OMA03164,OMA03088,PPI
OMA03164,OMA05843,PPI
OMA03088,OMA03164,PPI
OMA05843,OMA03164,PPI
OMA03164,OMA00613,PPI
OMA00613,OMA00613,PPI
OMA00613,OMA00568,PPI
OMA00613,OMA00613,PPI
OMA03164,OMA00613,PPI
OMA01072,OMA01199,Metabolic
OMA01129,OMA01199,Metabolic
OMA01199,OMA00903,Metabolic
OMA01199,OMA01174,Metabolic
OMA02723,OMA01199,Regulatory
OMA03598,OMA01199,Regulatory
OMA03616,OMA01199,Regulatory
OMA04295,OMA01199,Regulatory
OMA02349,OMA00758,Regulatory
OMA00758,OMA05761,PPI
OMA01892,OMA00758,PPI
OMA00758,OMA00111,PPI
OMA00758,OMA00394,PPI
OMA01200,OMA00758,PPI
OMA01892,OMA00758,PPI
OMA05761,OMA00758,PPI
OMA00758,OMA00758,PPI
OMA00392,OMA04968,Metabolic
OMA03053,OMA04968,Metabolic
OMA04761,OMA04968,Metabolic
OMA02723,OMA04968,Regulatory
OMA03164,OMA04968,Regulatory
OMA03598,OMA04968,Regulatory
OMA04761,OMA04968,PPI
OMA04968,OMA03053,PPI
OMA04968,OMA04968,PPI
OMA00392,OMA04761,Metabolic
OMA03053,OMA04761,Metabolic
OMA04761,OMA04968,Metabolic
OMA02723,OMA04761,Regulatory
OMA03164,OMA04761,Regulatory
OMA03598,OMA04761,Regulatory
OMA04761,OMA01723,PPI
OMA01723,OMA04761,PPI
OMA00392,OMA04761,PPI
OMA04761,OMA03053,PPI
OMA04761,OMA04968,PPI
OMA00392,OMA03053,Metabolic
OMA03053,OMA04761,Metabolic
OMA03053,OMA04968,Metabolic
OMA02723,OMA03053,Regulatory
OMA03164,OMA03053,Regulatory
OMA03598,OMA03053,Regulatory
OMA03053,OMA00392,PPI
OMA00392,OMA03053,PPI
OMA03053,OMA04749,PPI
OMA03585,OMA03053,PPI
OMA00392,OMA03053,PPI
OMA04761,OMA03053,PPI
OMA04968,OMA03053,PPI
OMA00392,OMA03053,Metabolic
OMA00392,OMA04761,Metabolic
OMA00392,OMA04968,Metabolic
OMA03053,OMA00392,PPI
OMA00392,OMA03053,PPI
OMA00392,OMA03954,PPI
OMA00615,OMA00392,PPI
OMA04564,OMA00392,PPI
OMA00392,OMA03053,PPI
OMA00392,OMA04761,PPI
OMA00392,OMA05454,PPI
OMA03046,OMA02598,Regulatory
OMA03046,OMA03328,Regulatory
OMA03046,OMA03374,Regulatory
OMA03046,OMA04442,Regulatory
OMA03046,OMA05279,Regulatory
OMA00010,OMA03046,PPI
OMA00126,OMA03046,PPI
OMA00638,OMA03046,PPI
OMA00808,OMA03046,PPI
OMA02500,OMA03046,PPI
OMA03046,OMA00616,PPI
OMA03046,OMA02312,PPI
OMA03046,OMA03388,PPI
